"0xe0bCEEF36F3a6eFDd5EEBFACD591423f8549B9D5,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270",Thu Jul 20 2023 11:06:09 GMT+0100 (British Summer Time),Thu Jul 20 2023 18:59:00 GMT+0100 (British Summer Time),2,2.049496,0.049495999999999984,0.07024515409970722,-0.020749154099707234,simple closed
"0xD6DF932A45C0f255f85145f286eA0b292B21C90B,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270",Thu Jul 20 2023 11:03:50 GMT+0100 (British Summer Time),Thu Jul 20 2023 19:29:17 GMT+0100 (British Summer Time),2,2.04381,0.04381000000000013,0.0846306816029633,-0.04082068160296318,simple closed
"AAVE,WMATIC",Thu Jul 20 2023 21:28:01 GMT+0100 (British Summer Time),Fri Jul 21 2023 03:37:20 GMT+0100 (British Summer Time),4,4.080848,0.08084799999999959,0.0693966187725805,0.01145138122741908,simple closed
